station_id,station_elevation,lat,lng
777,274,45.681424,-121.3933735
787,1614,48.5925873,-118.0359248
780,706,46.2034558,-119.9236005
25,903,45.882173,-119.756169
26,827,46.25059,-119.73914
27,2380,47.64808,-119.42052
28,875,46.484,-119.1774
29,514,46.27602,-118.988629
30,591,45.937,-119.662584
31,660,46.17924,-119.27647
32,1610,47.00212,-118.56577
33,2493,46.69636,-117.1482
34,1815,47.1414,-118.47273
35,690,45.84736,-119.89107
36,3101,46.19895,-117.11296
37,868,46.25704,-119.74036
38,1941,46.30634,-118.11516
39,383,46.07589,-118.90746
40,2212,47.079303,-117.588998
41,1155,46.2946284,-119.7250476
42,1120,46.71462,-118.90937
43,765,46.53175,-119.00253
44,2385,47.81469,-117.29939
45,935,45.972701,-119.0769173
46,956,46.21737,-118.73317
47,695,46.3797,-119.0059
48,972,46.26809,-119.84663
49,815,46.645092,-119.164537
50,2446,46.3762579,-119.724321
51,1401,46.31679,-119.617294
52,1180,46.79267,-119.04128
53,1178,46.07756,-118.27453
54,1290,46.79311,-118.85917
55,738,46.027534,-118.399843
56,1482,46.78071,-118.51528
57,2610,46.77934,-117.08543
58,1485,46.85589,-117.84926
59,2170,47.3871,-118.29427
60,1075,47.5596,-120.59247
61,1840,47.64098,-119.14901
62,2786,46.99751,-117.05585
63,100,45.68425,-121.89854
64,2295,46.38266,-117.87137
65,853,46.379948,-120.175872
66,646,45.90028,-119.90182
67,530,46.82219,-119.94273
68,21,46.7872,-124.07935
69,166,48.00106,-122.43281
70,531,45.9766416,-119.031488
71,2080,46.39405,-118.05401
72,748,45.63726,-121.54937
73,810,47.93034,-119.88001
74,1707,48.31755,-117.83002
75,164,48.01091,-122.77455
76,2582,46.73162,-117.14267
77,1926,46.3377,-118.31543
210,1202,46.29291,-119.72647
78,1145,46.299201,-119.442287
79,750,46.27834,-119.42093
80,1505,45.7212,-118.62769
81,1897,45.48549,-120.71244
82,3645,46.21929,-116.41936
83,1879,48.85781,-118.60845
84,24,46.9793463,-123.501372
85,400,45.7358528,-120.244162
86,1313,46.55006,-120.30215
87,680,45.6727,-120.87325
88,232,45.677726,-122.65128
89,868,46.471041667,-120.379263889
90,1324,45.86279,-121.48764
